transaction_date,label,amount,balance_bef_trn,categ,type,expense_slice,debcr,year,month,day,day_week,day_week_num,weekend,quart_month
2023-07-31,PAYMENT XX XX XX XX XX XX,-8.0,3350.8599999999997,OTHER,PAYMENT,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,PAYMENT XX XX XX XX XX XX XX,-32.44,3342.8599999999997,OTHER,PAYMENT,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,DONATION XX XX XX XX XX XX XX,-1.44,3310.4199999999996,OTHER,DONATION,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,XX XX TRANSFER XX XX XX,-36.0,3308.9799999999996,OTHER,TRANSFER,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,PAYMENT XX XX XX XX XX,-9.78,3272.9799999999996,OTHER,PAYMENT,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,PAYMENT XX XX XX XX XX XX,-2.4,3263.2,OTHER,PAYMENT,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,PAYMENT XX XX XX XX XX XX,-2.4,3260.7999999999997,OTHER,PAYMENT,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,PAYMENT XX XX WEST END MARKET XX XX,-23.43,3258.3999999999996,GROCERIES,PAYMENT,small,debit,2023,7,31,Monday,1,False,4
2023-07-31,PAYMENT XX XX XX XX,-18.4,3234.9699999999993,OTHER,PAYMENT,small,debit,2023,7,31,Monday,1,False,4
2023-08-01,PAYMENT XX XX CORNER STORE XX XX,-9.82,3216.5699999999993,OTHER,PAYMENT,small,debit,2023,8,1,Tuesday,2,False,1
2023-08-02,PAYMENT XX XX MTA XX,-75.2,3206.7499999999995,TRANSPORT,PAYMENT,small,debit,2023,8,2,Wednesday,3,False,1
2023-08-03,PAYMENT XX XX CORNER STORE XX XX,-10.51,3131.5499999999993,OTHER,PAYMENT,small,debit,2023,8,3,Thursday,4,False,1
2023-08-03,PAYMENT XX XX XX XX,-14.39,3121.0399999999995,OTHER,PAYMENT,small,debit,2023,8,3,Thursday,4,False,1
2023-08-03,TRANSFER XX XX XX XX XX XX XX XX XX XX XX XX,676.0,3106.649999999999,OTHER,TRANSFER,(not an expense),credit,2023,8,3,Thursday,4,False,1
2023-08-03,PAYMENT XX XX CHEZ LUC XX,-10.2,3782.6499999999996,RESTAURANT,PAYMENT,small,debit,2023,8,3,Thursday,4,False,1
2023-08-04,PAYMENT XX XX XX XX XX,-17.2,3772.45,OTHER,PAYMENT,small,debit,2023,8,4,Friday,5,False,1
2023-08-06,FEES SUPERBANK ACCOUNT XX XX XX XX,-1.92,3755.25,BANK FEES,OTHER,small,debit,2023,8,6,Sunday,7,True,1
2023-08-07,PAYMENT XX XX XX XX XX XX,-2.0,3753.33,OTHER,PAYMENT,small,debit,2023,8,7,Monday,1,False,1
2023-08-07,PAYMENT XX XX TRADER JANE’S XX,-21.73,3751.33,GROCERIES,PAYMENT,small,debit,2023,8,7,Monday,1,False,1
2023-08-07,PAYMENT XX XX XX XX XX,-10.88,3729.6,OTHER,PAYMENT,small,debit,2023,8,7,Monday,1,False,1
2023-08-07,PAYMENT XX XX XX XX XX,-1.6,3718.72,OTHER,PAYMENT,small,debit,2023,8,7,Monday,1,False,1
2023-08-07,PRE-AUTH PAYMENT XX TELEPHONE XX XX,-7.46,3717.12,TELEPHONE BILL,OTHER,small,debit,2023,8,7,Monday,1,False,1
2023-08-07,PAYMENT XX XX XX XX XX,-1.6,3709.66,OTHER,PAYMENT,small,debit,2023,8,7,Monday,1,False,1
2023-08-08,PAYMENT XX XX CORNER STORE XX XX,-7.54,3708.06,OTHER,PAYMENT,small,debit,2023,8,8,Tuesday,2,False,1
2023-08-08,PAYMENT XX XX XX XX XX XX XX XX,-0.96,3700.52,OTHER,PAYMENT,small,debit,2023,8,8,Tuesday,2,False,1
2023-08-08,PAYMENT XX XX XX XX XX XX XX XX,-1.19,3699.56,OTHER,PAYMENT,small,debit,2023,8,8,Tuesday,2,False,1
2023-08-08,PAYMENT XX XX XX XX XX XX XX XX,-0.96,3698.37,OTHER,PAYMENT,small,debit,2023,8,8,Tuesday,2,False,1
2023-08-09,PAYMENT XX XX XX XX XX,-8.0,3697.41,OTHER,PAYMENT,small,debit,2023,8,9,Wednesday,3,False,2
2023-08-10,PAYMENT XX XX XX XX XX XX XX XX,-3.28,3689.41,OTHER,PAYMENT,small,debit,2023,8,10,Thursday,4,False,2
2023-08-14,PAYMENT XX XX XX XX XX XX,-2.4,3686.1299999999997,OTHER,PAYMENT,small,debit,2023,8,14,Monday,1,False,2
2023-08-14,PAYMENT XX XX XX XX XX XX,-3.2,3683.7299999999996,OTHER,PAYMENT,small,debit,2023,8,14,Monday,1,False,2
2023-08-14,PAYMENT XX XX XX XX XX XX,-4.0,3680.5299999999997,OTHER,PAYMENT,small,debit,2023,8,14,Monday,1,False,2
2023-08-14,PAYMENT XX XX CHEZ LUC XX,-10.4,3676.5299999999997,RESTAURANT,PAYMENT,small,debit,2023,8,14,Monday,1,False,2
2023-08-14,PAYMENT XX XX XX XX XX,-17.44,3666.1299999999997,OTHER,PAYMENT,small,debit,2023,8,14,Monday,1,False,2
2023-08-14,PAYMENT XX XX XX XX,-11.7,3648.6899999999996,OTHER,PAYMENT,small,debit,2023,8,14,Monday,1,False,2
2023-08-15,PRE-AUTH PAYMENT RENT,-345.0,3636.99,RENT,TRANSFER,large,debit,2023,8,15,Tuesday,2,False,2
2023-08-16,PAYMENT XX XX XX XX XX,-23.2,3291.99,OTHER,PAYMENT,small,debit,2023,8,16,Wednesday,3,False,2
2023-08-16,PAYMENT XX XX XX XX XX,-3.92,3268.7899999999995,OTHER,PAYMENT,small,debit,2023,8,16,Wednesday,3,False,2
2023-08-16,PAYMENT XX XX XX XX XX XX,-53.76,3264.8699999999994,OTHER,PAYMENT,small,debit,2023,8,16,Wednesday,3,False,2
2023-08-17,PAYMENT XX XX XX XX XX XX,-2.0,3211.1099999999997,OTHER,PAYMENT,small,debit,2023,8,17,Thursday,4,False,3
2023-08-17,PAYMENT XX XX XX XX XX XX,-2.0,3209.1099999999997,OTHER,PAYMENT,small,debit,2023,8,17,Thursday,4,False,3
2023-08-17,PAYMENT XX XX XX XX XX XX,-0.8,3207.1099999999997,OTHER,PAYMENT,small,debit,2023,8,17,Thursday,4,False,3
2023-08-17,PAYMENT XX XX TRADER JANE’S XX,-28.11,3206.3099999999995,GROCERIES,PAYMENT,small,debit,2023,8,17,Thursday,4,False,3
2023-08-18,PAYMENT XX XX XX XX XX XX,-2.4,3178.2,OTHER,PAYMENT,small,debit,2023,8,18,Friday,5,False,3
2023-08-18,PAYMENT XX XX XX XX,-4.79,3175.7999999999997,OTHER,PAYMENT,small,debit,2023,8,18,Friday,5,False,3
2023-08-21,PAYMENT XX XX XX XX XX,-1.68,3171.0099999999998,OTHER,PAYMENT,small,debit,2023,8,21,Monday,1,False,3
2023-08-21,PAYMENT XX XX CHEZ LUC XX,-12.84,3169.3299999999995,RESTAURANT,PAYMENT,small,debit,2023,8,21,Monday,1,False,3
2023-08-21,PAYMENT XX XX XX XX XX,-7.12,3156.49,OTHER,PAYMENT,small,debit,2023,8,21,Monday,1,False,3
2023-08-21,PAYMENT XX XX XX XX XX,-10.23,3149.37,OTHER,PAYMENT,small,debit,2023,8,21,Monday,1,False,3
2023-08-22,PAYMENT XX XX XX XX XX,-3.78,3139.14,OTHER,PAYMENT,small,debit,2023,8,22,Tuesday,2,False,3
2023-08-22,PAYMENT XX XX XX XX XX,-0.8,3135.3599999999997,OTHER,PAYMENT,small,debit,2023,8,22,Tuesday,2,False,3
2023-08-22,PAYMENT XX XX TRADER JANE’S XX,-10.91,3134.56,GROCERIES,PAYMENT,small,debit,2023,8,22,Tuesday,2,False,3
2023-08-24,PAYMENT XX XX CORNER STORE XX XX,-11.97,3123.6499999999996,OTHER,PAYMENT,small,debit,2023,8,24,Thursday,4,False,3
2023-08-25,PAYMENT XX XX VELOC XX XX,-5.0,3111.68,TRANSPORT,PAYMENT,small,debit,2023,8,25,Friday,5,False,4
2023-08-25,PAYMENT XX XX XX XX,-2.01,3106.68,OTHER,PAYMENT,small,debit,2023,8,25,Friday,5,False,4
2023-08-25,PAYMENT XX XX XX XX XX,-6.4,3104.6699999999996,OTHER,PAYMENT,small,debit,2023,8,25,Friday,5,False,4
2023-08-28,PAYMENT XX XX XX XX XX,-9.8,3098.2699999999995,OTHER,PAYMENT,small,debit,2023,8,28,Monday,1,False,4
2023-08-28,PAYMENT XX XX WEST END MARKET XX XX,-29.18,3088.47,GROCERIES,PAYMENT,small,debit,2023,8,28,Monday,1,False,4
2023-08-28,ATM WITHDRAWAL XX XX XX,-32.0,3059.2899999999995,OTHER,ATM WITHDRAWAL,small,debit,2023,8,28,Monday,1,False,4
2023-08-28,PAYMENT XX XX XX XX XX XX,-43.6,3027.2899999999995,OTHER,PAYMENT,small,debit,2023,8,28,Monday,1,False,4
2023-08-28,PAYMENT XX XX XX XX XX,-12.0,2983.6899999999996,OTHER,PAYMENT,small,debit,2023,8,28,Monday,1,False,4
2023-08-29,PAYMENT XX XX XX XX,-2.45,2971.6899999999996,OTHER,PAYMENT,small,debit,2023,8,29,Tuesday,2,False,4
2023-08-31,PAYMENT XX XX XX XX XX,-2.44,2969.24,OTHER,PAYMENT,small,debit,2023,8,31,Thursday,4,False,4
2023-08-31,DONATION XX XX XX XX XX XX XX,-2.28,2966.7999999999997,OTHER,DONATION,small,debit,2023,8,31,Thursday,4,False,4
2023-08-31,PAYMENT XX XX WEST END MARKET XX XX,-26.19,2964.5199999999995,GROCERIES,PAYMENT,small,debit,2023,8,31,Thursday,4,False,4
2023-08-31,XX XX TRANSFER XX XX XX,-36.0,2938.3299999999995,OTHER,TRANSFER,small,debit,2023,8,31,Thursday,4,False,4
2023-09-04,PAYMENT XX XX XX XX,-3.6,2902.3299999999995,OTHER,PAYMENT,small,debit,2023,9,4,Monday,1,False,1
2023-09-04,PAYMENT XX XX XX XX,-14.39,2898.7299999999996,OTHER,PAYMENT,small,debit,2023,9,4,Monday,1,False,1
2023-09-04,PAYMENT XX XX CHEZ LUC XX,-10.4,2884.3399999999997,RESTAURANT,PAYMENT,small,debit,2023,9,4,Monday,1,False,1
2023-09-04,PAYMENT XX XX MTA XX,-75.2,2873.9399999999996,TRANSPORT,PAYMENT,small,debit,2023,9,4,Monday,1,False,1
2023-09-04,TRANSFER XX XX XX XX XX XX XX XX XX XX XX XX,676.0,2798.7399999999993,OTHER,TRANSFER,(not an expense),credit,2023,9,4,Monday,1,False,1
2023-09-04,PAYMENT XX XX KIM’S XX,-13.59,3474.7399999999993,GROCERIES,PAYMENT,small,debit,2023,9,4,Monday,1,False,1
2023-09-05,PAYMENT XX XX XX XX XX,-0.8,3461.1499999999996,OTHER,PAYMENT,small,debit,2023,9,5,Tuesday,2,False,1
2023-09-05,PAYMENT XX XX XX XX XX,-6.39,3460.3499999999995,OTHER,PAYMENT,small,debit,2023,9,5,Tuesday,2,False,1
2023-09-05,PRE-AUTH PAYMENT XX TELEPHONE XX XX,-6.38,3453.9599999999996,TELEPHONE BILL,OTHER,small,debit,2023,9,5,Tuesday,2,False,1
2023-09-06,PAYMENT XX XX CORNER STORE XX XX,-11.12,3447.5799999999995,OTHER,PAYMENT,small,debit,2023,9,6,Wednesday,3,False,1
2023-09-06,FEES SUPERBANK ACCOUNT XX XX XX XX,-1.92,3436.4599999999996,BANK FEES,OTHER,small,debit,2023,9,6,Wednesday,3,False,1
2023-09-07,PAYMENT XX XX XX XX,-11.2,3434.5399999999995,OTHER,PAYMENT,small,debit,2023,9,7,Thursday,4,False,1
2023-09-08,PAYMENT XX XX XX XX XX,-0.8,3423.3399999999992,OTHER,PAYMENT,small,debit,2023,9,8,Friday,5,False,1
2023-09-08,PAYMENT XX XX CORNER STORE XX XX,-5.57,3422.5399999999995,OTHER,PAYMENT,small,debit,2023,9,8,Friday,5,False,1
2023-09-08,PAYMENT XX XX XX XX XX XX,-4.0,3416.9699999999993,OTHER,PAYMENT,small,debit,2023,9,8,Friday,5,False,1
2023-09-11,PAYMENT XX XX XX XX,-9.6,3412.9699999999993,OTHER,PAYMENT,small,debit,2023,9,11,Monday,1,False,2
2023-09-11,PAYMENT XX XX XX XX XX XX,-1.44,3403.3699999999994,OTHER,PAYMENT,small,debit,2023,9,11,Monday,1,False,2
2023-09-11,PAYMENT XX XX XX XX XX XX,-1.44,3401.9299999999994,OTHER,PAYMENT,small,debit,2023,9,11,Monday,1,False,2
2023-09-11,PAYMENT XX XX KIM’S XX,-9.6,3400.4899999999993,GROCERIES,PAYMENT,small,debit,2023,9,11,Monday,1,False,2
2023-09-11,PAYMENT XX XX XX XX,-12.0,3390.8899999999994,OTHER,PAYMENT,small,debit,2023,9,11,Monday,1,False,2
2023-09-12,PAYMENT XX XX CORNER STORE XX XX,-19.61,3378.8899999999994,OTHER,PAYMENT,small,debit,2023,9,12,Tuesday,2,False,2
2023-09-12,PAYMENT XX XX XX XX XX,-4.0,3359.2799999999997,OTHER,PAYMENT,small,debit,2023,9,12,Tuesday,2,False,2
2023-09-12,PAYMENT XX XX OYSTER XX XX,-11.25,3355.2799999999997,TRANSPORT,PAYMENT,small,debit,2023,9,12,Tuesday,2,False,2
2023-09-14,PAYMENT XX XX OYSTER XX,-47.61,3344.0299999999997,TRANSPORT,PAYMENT,small,debit,2023,9,14,Thursday,4,False,2
2023-09-15,TRANSFER XX XX XX XX XX XX XX XX XX,39.82,3296.4199999999996,OTHER,TRANSFER,(not an expense),credit,2023,9,15,Friday,5,False,2
2023-09-15,PRE-AUTH PAYMENT RENT,-345.0,3336.24,RENT,TRANSFER,large,debit,2023,9,15,Friday,5,False,2
2023-09-18,PAYMENT XX XX XX XX,-1.6,2991.24,OTHER,PAYMENT,small,debit,2023,9,18,Monday,1,False,3
2023-09-18,PAYMENT XX XX WEST END MARKET XX XX,-20.59,2989.64,GROCERIES,PAYMENT,small,debit,2023,9,18,Monday,1,False,3
2023-09-18,PAYMENT XX XX XX XX XX,-5.2,2969.0499999999997,OTHER,PAYMENT,small,debit,2023,9,18,Monday,1,False,3
2023-09-18,PAYMENT XX XX XX XX XX,-0.96,2963.85,OTHER,PAYMENT,small,debit,2023,9,18,Monday,1,False,3
2023-09-20,PAYMENT XX XX XX XX XX XX,-2.56,2962.89,OTHER,PAYMENT,small,debit,2023,9,20,Wednesday,3,False,3
2023-09-20,PAYMENT XX XX XX XX XX,-8.6,2960.33,OTHER,PAYMENT,small,debit,2023,9,20,Wednesday,3,False,3
2023-09-20,PAYMENT XX XX XX XX,-30.37,2951.73,OTHER,PAYMENT,small,debit,2023,9,20,Wednesday,3,False,3
2023-09-20,PAYMENT XX XX KIM’S XX,-2.56,2921.36,GROCERIES,PAYMENT,small,debit,2023,9,20,Wednesday,3,False,3
2023-09-21,PAYMENT XX XX XX XX XX,-10.45,2918.8,OTHER,PAYMENT,small,debit,2023,9,21,Thursday,4,False,3
2023-09-22,PAYMENT XX XX XX XX XX,-5.6,2908.35,OTHER,PAYMENT,small,debit,2023,9,22,Friday,5,False,3
2023-09-22,PAYMENT XX XX XX XX,-4.0,2902.75,OTHER,PAYMENT,small,debit,2023,9,22,Friday,5,False,3
2023-09-25,PAYMENT XX XX CHEZ LUC XX,-8.52,2898.75,RESTAURANT,PAYMENT,small,debit,2023,9,25,Monday,1,False,4
2023-09-25,PRE-AUTH PAYMENT XX XX XX XX XX XX XX XX,-593.6,2890.23,OTHER,OTHER,large,debit,2023,9,25,Monday,1,False,4
2023-09-25,PAYMENT XX XX XX XX XX XX,-7.12,2296.63,OTHER,PAYMENT,small,debit,2023,9,25,Monday,1,False,4
2023-09-25,PAYMENT XX XX XX XX,-40.0,2289.51,OTHER,PAYMENT,small,debit,2023,9,25,Monday,1,False,4
2023-09-25,PAYMENT XX XX XX XX XX,-9.31,2249.51,OTHER,PAYMENT,small,debit,2023,9,25,Monday,1,False,4
2023-09-25,PAYMENT XX XX XX XX XX XX,-12.0,2240.2000000000003,OTHER,PAYMENT,small,debit,2023,9,25,Monday,1,False,4
2023-09-25,PAYMENT XX XX XX XX XX,-23.33,2228.2000000000003,OTHER,PAYMENT,small,debit,2023,9,25,Monday,1,False,4
2023-09-26,PAYMENT XX XX XX XX XX,-1.2,2204.87,OTHER,PAYMENT,small,debit,2023,9,26,Tuesday,2,False,4
2023-09-26,ATM WITHDRAWAL XX XX XX,-320.0,2203.67,OTHER,ATM WITHDRAWAL,large,debit,2023,9,26,Tuesday,2,False,4
2023-09-26,PAYMENT XX XX KIM’S XX,-10.36,1883.67,GROCERIES,PAYMENT,small,debit,2023,9,26,Tuesday,2,False,4
2023-09-26,PAYMENT XX XX KIM’S XX,-2.93,1873.31,GROCERIES,PAYMENT,small,debit,2023,9,26,Tuesday,2,False,4
2023-09-29,DONATION XX XX XX XX XX XX XX,-1.76,1870.38,OTHER,DONATION,small,debit,2023,9,29,Friday,5,False,4
2023-09-30,XX XX TRANSFER XX XX XX,-36.0,1868.6200000000001,OTHER,TRANSFER,small,debit,2023,9,30,Saturday,6,True,4
2023-10-02,TRANSFER XX XX XX XX XX XX XX XX XX XX XX XX,676.0,1832.6200000000001,OTHER,TRANSFER,(not an expense),credit,2023,10,2,Monday,1,False,1
2023-10-03,PAYMENT XX XX OYSTER XX,-67.68,2508.62,TRANSPORT,PAYMENT,small,debit,2023,10,3,Tuesday,2,False,1
2023-10-05,PAYMENT XX XX XX XX,-4.8,2440.94,OTHER,PAYMENT,small,debit,2023,10,5,Thursday,4,False,1
2023-10-05,PAYMENT XX XX XX XX XX XX,-10.64,2436.14,OTHER,PAYMENT,small,debit,2023,10,5,Thursday,4,False,1
2023-10-06,PRE-AUTH PAYMENT XX TELEPHONE XX XX,-13.58,2425.5,TELEPHONE BILL,OTHER,small,debit,2023,10,6,Friday,5,False,1
2023-10-06,PAYMENT XX XX CHEZ LUC XX,-10.0,2411.92,RESTAURANT,PAYMENT,small,debit,2023,10,6,Friday,5,False,1
2023-10-06,FEES SUPERBANK ACCOUNT XX XX XX XX,-1.92,2401.92,BANK FEES,OTHER,small,debit,2023,10,6,Friday,5,False,1
